,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
11,0,188,bmw,gas,std,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,28,20970
12,0,188,bmw,gas,std,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,28,21105
13,1,122.0,bmw,gas,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
14,0,122.0,bmw,gas,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,30760
15,0,122.0,bmw,gas,std,two,sedan,rwd,front,103.5,0.9312830370014417,0.9391424619640388,0.8979933110367894,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,41315
16,0,122.0,bmw,gas,std,four,sedan,rwd,front,110.0,0.9466602594906295,0.9806362378976488,0.9414715719063546,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,15,20,36880
17,2,121,chevrolet,gas,std,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8340248962655602,0.8896321070234114,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100,47,53,5151
18,1,98,chevrolet,gas,std,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,6295
19,0,81,chevrolet,gas,std,four,sedan,fwd,front,94.5,0.7630946660259491,0.8796680497925312,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,6575
20,1,118,dodge,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500,37,41,5572
21,1,118,dodge,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6377
22,1,118,dodge,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,7957
23,1,148,dodge,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
24,1,148,dodge,gas,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692
25,1,148,dodge,gas,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7609
26,1,148,dodge,gas,turbo,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102,5500,24,30,8558
27,-1,110,dodge,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88,5000,24,30,8921
28,3,145,dodge,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2811,ohc,four,156,mfi,3.60,3.90,7.0,145,5000,19,24,12964
29,2,137,honda,gas,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58,4800,49,54,6479
30,2,137,honda,gas,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,31,38,6855
31,1,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,38,42,5399
32,1,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,6529
33,1,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,7129
34,0,110,honda,gas,std,four,sedan,fwd,front,96.5,0.7851994233541567,0.8852005532503459,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,34,7295
35,0,78,honda,gas,std,four,wagon,fwd,front,96.5,0.754925516578568,0.8838174273858921,0.9749163879598662,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000,30,34,7295
36,0,106,honda,gas,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,7895
37,0,106,honda,gas,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,9095
38,0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,8845
39,0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.8644536652835408,0.9046822742474917,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,10295
40,0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101,5800,24,28,12945
41,1,107,honda,gas,std,two,sedan,fwd,front,96.5,0.8125901009130225,0.9128630705394192,0.8528428093645485,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100,5500,25,31,10345
42,0,122.0,isuzu,gas,std,four,sedan,rwd,front,94.3,0.8202787121576165,0.8547717842323651,0.8946488294314382,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78,4800,24,29,6785
43,1,122.0,isuzu,gas,std,two,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,13205.69
44,0,122.0,isuzu,gas,std,four,sedan,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,13205.69
45,2,122.0,isuzu,gas,std,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9017980636237899,0.8595317725752508,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,5000,24,29,11048
46,0,145,jaguar,gas,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,32250
47,0,122.0,jaguar,gas,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,35550
48,0,122.0,jaguar,gas,std,two,sedan,rwd,front,102.0,0.921191734742912,0.9764868603042877,0.7993311036789298,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,13,17,36000
49,1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,30,31,5195
50,1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6095
51,1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6795
52,1,113,mazda,gas,std,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6695
53,1,113,mazda,gas,std,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000,31,38,7395
54,3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,3.62,,9.4,101,6000,17,23,10945
55,3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,3.62,,9.4,101,6000,17,23,11845
56,3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2385,rotor,two,70,4bbl,3.62,,9.4,101,6000,17,23,13645
57,3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2500,rotor,two,80,mpfi,3.62,,9.4,135,6000,16,23,15645
58,1,129,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8845
59,0,115,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8495
60,1,129,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10595
61,0,115,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245
62,0,122.0,mazda,diesel,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,42,10795
63,0,115,mazda,gas,std,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,11245
64,0,118,mazda,gas,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120,5000,19,27,18280
65,0,122.0,mazda,diesel,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200,31,39,18344
66,-1,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,25552
67,-1,93,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28248
68,0,93,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9723374827109267,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,28176
69,-1,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350,22,25,31600
70,-1,122.0,mercedes-benz,gas,std,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.10,8.3,155,4750,16,18,34184
71,3,142,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,0.8664103796251803,0.9751037344398341,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.10,8.3,155,4750,16,18,35056
72,0,122.0,mercedes-benz,gas,std,four,sedan,rwd,front,120.9,1.0,0.991701244813278,0.948160535117057,3900,ohcv,eight,308,mpfi,3.80,3.35,8.0,184,4500,14,16,40960
73,1,122.0,mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,0.9572320999519461,0.995850622406639,0.9264214046822743,3715,ohcv,eight,304,mpfi,3.80,3.35,8.0,184,4500,14,16,45400
74,1,122.0,mercury,gas,turbo,two,hatchback,rwd,front,102.7,0.857280153772225,0.9405255878284924,0.9163879598662207,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175,5000,19,24,16503
75,2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,37,41,5389
76,2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6189
77,2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8907330567081606,0.8494983277591973,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,31,38,6669
78,1,161,mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,0.7558865929841423,0.8824343015214384,0.8494983277591973,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689
79,3,153,mitsubishi,gas,turbo,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,0.8260869565217391,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959
80,3,153,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,0.8313310908217203,0.9045643153526972,0.8260869565217391,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499
81,3,122.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000,19,24,12629
82,3,122.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14869
83,3,122.0,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14489
84,1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989
85,1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189
86,1,125,mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279
87,-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,0.8284478616049976,0.9045643153526972,0.8628762541806021,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279
88,1,128,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499
89,1,128,nissan,diesel,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099
90,1,128,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649
91,1,122,nissan,gas,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6849
92,1,103,nissan,gas,std,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349
93,1,128,nissan,gas,std,two,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299
94,1,128,nissan,gas,std,two,hatchback,fwd,front,94.5,0.7957712638154734,0.8824343015214384,0.8913043478260869,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7799
95,1,122,nissan,gas,std,four,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7499
96,1,103,nissan,gas,std,four,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7999
97,2,168,nissan,gas,std,two,hardtop,fwd,front,95.1,0.7803940413262855,0.8824343015214384,0.8913043478260869,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249
98,0,106,nissan,gas,std,four,hatchback,fwd,front,97.2,0.8332532436328689,0.9017980636237899,0.9147157190635452,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949
99,0,106,nissan,gas,std,four,sedan,fwd,front,97.2,0.8332532436328689,0.9017980636237899,0.9147157190635452,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,9549
100,0,128,nissan,gas,std,four,sedan,fwd,front,100.4,0.8731379144641999,0.9197786998616875,0.9214046822742475,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,17,22,13499
101,0,108,nissan,gas,std,four,wagon,fwd,front,100.4,0.8870735223450265,0.9197786998616875,0.9381270903010034,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,17,22,14399
102,0,108,nissan,gas,std,four,sedan,fwd,front,100.4,0.8870735223450265,0.9197786998616875,0.9214046822742475,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,19,25,13499
103,3,194,nissan,gas,std,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200,19,25,17199
104,3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699
105,1,231,nissan,gas,std,two,hatchback,rwd,front,99.2,0.857760691975012,0.9391424619640388,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200,19,25,18399
106,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900
107,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3197,l,four,152,idi,3.70,3.52,21.0,95,4150,28,33,13200
108,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440
109,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3430,l,four,152,idi,3.70,3.52,21.0,95,4150,25,25,13860
110,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,15580
111,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,four,152,idi,3.70,3.52,21.0,95,4150,28,33,16900
112,0,122.0,peugot,gas,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695
113,0,122.0,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9460580912863071,0.9816053511705687,3485,l,four,152,idi,3.70,3.52,21.0,95,4150,25,25,17075
114,0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630
115,0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863071,0.948160535117057,3252,l,four,152,idi,3.70,3.52,21.0,95,4150,28,33,17950
116,0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.9446749654218534,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600,18,24,18150
117,1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572
118,1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957
119,1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
120,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692
121,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609
122,-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921
123,3,122.0,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,12764
124,3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9446749654218534,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018
125,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207,5900,17,25,32528
126,3,122.0,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.90,9.5,207,5900,17,25,34028
127,3,122.0,porsche,gas,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.90,9.5,207,5900,17,25,37028
128,1,122.0,porsche,gas,std,two,hatchback,rwd,front,98.4,0.8443056222969726,1.0,0.8444816053511706,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,17,28,13205.69
129,0,122.0,renault,gas,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9197786998616875,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.90,8.7,,,23,31,9295
130,2,122.0,renault,gas,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.921161825726141,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.90,8.7,,,23,31,9895
131,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850
132,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170
133,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040
134,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510
135,3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18150
136,2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18620
137,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
